Identifiant Museofile,Region administrative,Departement,Commune,Nom officiel du musee,Adresse,Lieu,Code Postal,Telephone,Latitude,Longitude,REF_Deps
M0732,Normandie,Seine-Maritime,Rouen,musee Le Secq des Tournelles,2 rue Jacques Villon,Eglise Saint-Laurent,76000,02 35 88 42 92,"49,445148","1,094521",7654006
M0733,Normandie,Seine-Maritime,Rouen,musee des antiquites de la Seine-Maritime,198 rue Beauvoisine,Ancien couvent des Vistitandines,76000,02 76 30 39 50,"49,447268","1,098932",7654004
M0736,Normandie,Seine-Maritime,Villequier,musee Victor Hugo,Rue Ernest Binet,,76490,02 35 56 78 31,"49,511951","0,673374",7674201
M0737,Normandie,Seine-Maritime,Yvetot,musee municipal des ivoires,8 Place du Marechal Joffre,Mairie,76190,02 35 95 08 40,"49,617332","0,754906",7675801
M0818,Nouvelle-Aquitaine,Charente,Angoulême,musee des beaux-arts,"1, rue de  Friedland",,16000,05 45 95 07 69,"45,6493","0,152569",1601501
M0819,Nouvelle-Aquitaine,Charente,Angoulême,atelier-musee du papier,"134, rue de Bordeaux","134, rue de Bordeaux",16000,05 45 92 73 43,"45,653356","0,149932",1601502
M0820,Nouvelle-Aquitaine,Charente,Angoulême,musee de la bande dessinee - centre national de la bande dessinee et de l'image,Quai de la Charente,Angoulême Cedex,16012,05 45 38 65 65,"45,6555997748","0,1512226805",1601504
M0821,Nouvelle-Aquitaine,Charente,Angoulême,musee archeologique et historique,44 rue de Montmoreau,,16000,05 45 94 90 75,"45,647813","0,160838",1601503
M0822,Nouvelle-Aquitaine,Charente,Cognac,musee municipal du Cognac,"48, boulevard Denfert-Rochereau",Hotel Dupuy d'Angeac,16100,05 45 32 07 25,"45,695744","-0,326186",1610201
M0826,Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,musee d'Orbigny-Bernon,"2, rue Saint-Come",,17000,05 46 41 18 83,"46,160752","-1,155429",1730004
M7040,Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,museum d'histoire naturelle et d'ethnographie,28 rue Albert 1er,,17000,05 46 41 18 25,"46,164822","-1,151488",1730006
M0824,Nouvelle-Aquitaine,Charente-Maritime,Fouras,musee regional,Esplanade de la Legion d'Honneur,"Fort Vauban, BP 70026",17450,05 46 84 15 23,"45,986006165","-1,0969227907",1716801
M0827,Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,musee du nouveau monde,"10, rue Fleuriau",Hotel Fleuriau,17000,05 46 41 46 50,"46,161435","-1,151157",1730002
M0831,Nouvelle-Aquitaine,Charente-Maritime,Rochefort,musee de la maison de Pierre Loti,"141, rue Pierre Loti",,17300,05 46 99 16 88,"45,934295","-0,962724",1729902
M0834,Nouvelle-Aquitaine,Charente-Maritime,Saint-Pierre-d'Oleron,musee oleronais Alienor d'Aquitaine,9 place Gambetta,,17310,05 46 75 05 16,"45,942781","-1,307498",1738501
M0836,Nouvelle-Aquitaine,Charente-Maritime,Saintes,musee du Presidial,rue Victor Hugo,,17100,05 46 93 03 94,"45,746235","-0,632055",1741502
M0823,Nouvelle-Aquitaine,Charente-Maritime,Esnandes,musee de la mytiliculture,Parvis de l'eglise,,17137,05 46 01 34 64,"46,250245","-1,111861",1715301
M0832,Nouvelle-Aquitaine,Charente-Maritime,Saint-Jean-d'Angely,musee municipal des cordeliers,9 rue Regnaud,,17400,05 46 25 09 72,"45,942607","-0,523425",1734701
M0833,Nouvelle-Aquitaine,Charente-Maritime,Saint-Martin-de-Re,musee Ernest Cognacq,13 avenue Victor Bouthillier,Hotel de Clerjotte,17410,05 46 09 21 22,"46,2055","-1,365288",1736901
M5048,Nouvelle-Aquitaine,Charente-Maritime,Île-d'Aix,musee napoleonien et musee africain (annexes du musee national des chateaux de Malmaison et de Bois Preau),ile d'AIX,,17123,05 46 84 66 40,"46,011577","-1,176477",1700401
M0825,Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,musee des beaux-arts,"28, rue Gargouleau",,17000,05 46 41 64 65,"46,161969","-1,151552",1730003
M0828,Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,musee protestant,"2, rue Saint-Michel",Temple du Culte Reforme,17000,05 46 41 32 84,"46,159482","-1,150024",1730005
M0830,Nouvelle-Aquitaine,Charente-Maritime,Rochefort,musee d'art et d'histoire,63 avenue de Gaulle,,17300,05 46 82 91 60,"45,935666","-0,962523",1729903
M0829,Nouvelle-Aquitaine,Charente-Maritime,Marans,musee Capon,"62, rue d'Aligre",,17230,05 46 01 12 87,"46,309723","-0,991941",1721801
M0835,Nouvelle-Aquitaine,Charente-Maritime,Saintes,musee archeologique,Esplanade Andre-Malraux,,17100,05 46 74 20 97,"45,741605","-0,627956",1741503
M0837,Nouvelle-Aquitaine,Charente-Maritime,Saintes,musee de l'Echevinage,Rue Alsace-Lorraine,,17100,05 46 93 52 39,"45,745991","-0,633096",1741501
M0838,Nouvelle-Aquitaine,Charente-Maritime,Saintes,musee Dupuy-Mestreau,4 rue Monconseil,Hotel Monconseil,17100,05 46 93 36 71,"45,743294","-0,634076",1741504
M0501,Nouvelle-Aquitaine,Correze,Ussel,musee du pays d'Ussel,12 rue Michelet,Hotel Bonnot de Boy,19208,05 55 72 54 69,"45,547059966","2,3084355486",1927501
M0499,Nouvelle-Aquitaine,Correze,Brive,musee Labenche,26 bis boulevard Jules Ferry,Hotel Labenche,19100,05 55 18 17 70,"45,158512","1,535911",1903101
M1084,Nouvelle-Aquitaine,Correze,Sarran,musee du president Jacques Chirac,4 Route du Musee,,19800,05 55 21 77 77,"45,407742","1,940079",1925101
M0500,Nouvelle-Aquitaine,Correze,Tulle,musee du cloître,Place Monseigneur Berteaud,Ancienne abbaye Saint Martin,19000,05 55 26 91 05,"45,267654","1,770791",1927201
M1191,Nouvelle-Aquitaine,Correze,Tulle,musee de la memoire et des industries tullistes,1 bis rue du 9 juin 44,,19000,05 55 26 22 15,"45,260441","1,751522",1927202
M0502,Nouvelle-Aquitaine,Creuse,Aubusson,musee departemental de la tapisserie,avenue des Lissiers,,23200,05 55 66 33 06,"45,954471","2,169905",2300801
M0503,Nouvelle-Aquitaine,Creuse,Gueret,musee d'art et d'archeologie,"22, avenue de la Senatorerie",Hotel de la Senatorerie,23000,05 55 52 07 20,"46,165838","1,870758",2309601
M0843,Nouvelle-Aquitaine,Deux-Sevres,Parthenay,musee d'art et d'histoire Georges Turpin,1 rue Vau Saint-Jacques,,79200,05 49 94 90 27,"46,652064","-0,24942",7920201
M7052,Nouvelle-Aquitaine,Deux-Sevres,Niort,musee d'histoire naturelle,26 avenue de Limoges,,79000,05 49 78 72 00,"46,321168","-0,454351",7919102
M0839,Nouvelle-Aquitaine,Deux-Sevres,Bougon,musee des Tumulus,La Chapelle,,79800,05 49 05 12 13,"46,374565","-0,067433",7904201
M0840,Nouvelle-Aquitaine,Deux-Sevres,Bressuire,musee municipal,Place de l'Hotel de Ville,,79300,05 49 74 32 24,"46,841873","-0,493243",7904901
M0841,Nouvelle-Aquitaine,Deux-Sevres,Niort,musee Bernard d'Agesci,"28, avenue de Limoges",,79000,05 49 78 72 00,"46,321065","-0,454107",7919104
M0842,Nouvelle-Aquitaine,Deux-Sevres,Niort,musee ethnographique et archeologique du Donjon,Rue Du Guesclin,,79000,05 49 28 14 28,"46,329091","-0,509253",7919103
M0845,Nouvelle-Aquitaine,Deux-Sevres,Thouars,musee d'art et d'histoire Henri Barre,7 rue Marie de la Tour,Musee,79100,05 49 66 36 97,"46,973531","-0,217936",7932901
M1188,Nouvelle-Aquitaine,Dordogne,Perigueux,musee gallo-romain de Vesunna,20 rue du 26e Regiment d'infanterie,Parc de Vesone,24000,05 53 53 00 92,"45,179999","0,71269",2432203
M0054,Nouvelle-Aquitaine,Dordogne,Mussidan,musee des arts et traditions populaires,2-6 rue Raoul-Grassin,Chartreuse,24400,05 53 81 23 55,"45,037634","0,361673",2429901
M5014,Nouvelle-Aquitaine,Dordogne,Les Eyzies,musee national de prehistoire,1 rue du musee,,24620,05 53 06 45 45,"44,93608","1,01363",2417204
M0050,Nouvelle-Aquitaine,Dordogne,Bourdeilles,chateau de Bourdeilles,,,24310,05 53 03 73 36,"45,321359","0,586014",2405501
M0052,Nouvelle-Aquitaine,Dordogne,Domme,musee Paul Reclus,Place de la Halle,Maison particuliere donnee a la mairie,24250,05 53 31 71 00,"44,803211","1,214147",2415201
M0053,Nouvelle-Aquitaine,Dordogne,Montignac-sur-Vezere,musee Eugene Le Roy,Place Bertran-de-Born,Office du tourisme,24290,05 53 51 82 60,"45,063722","1,163336",2429101
M0056,Nouvelle-Aquitaine,Dordogne,Perigueux,musee militaire - souvenirs du Perigord,"32, rue des Farges",,24000,05 53 53 47 36,"45,183285","0,720943",2432202
M0057,Nouvelle-Aquitaine,Dordogne,Perigueux,musee d'art et d'archeologie du Perigord,"22, cours Tourny",musee,24000,05 53 06 40 70,"45,186039","0,72395",2432201
M0058,Nouvelle-Aquitaine,Dordogne,Saint-Avit-Senieur,musee de site medieval,,,24440,05 53 22 32 27,"44,77393","0,815624",2437901
M0049,Nouvelle-Aquitaine,Dordogne,Bergerac,musee du tabac,Place du Feu,Maison Peyrarede,24100,05 53 63 04 13,"44,84976","0,483469",2403701
M0051,Nouvelle-Aquitaine,Dordogne,Brantome,musee Fernand Desmoulin,Boulevard Charlemagne,Abbaye,24310,05 53 05 80 63,"45,364385","0,647127",2406401
M0055,Nouvelle-Aquitaine,Dordogne,Nontron,musee departemental de la poupee et du jouet,Avenue du General Leclerc,Hotel Particulier,24300,05 53 56 20 80,"45,527264","0,660717",2431101
M0060,Nouvelle-Aquitaine,Dordogne,Sarlat,musee de Sarlat et du Perigord noir,Mairie de Sarlat,,24206,05 53 29 82 98,"44,8945637627","1,2330483276",2452002
M0061,Nouvelle-Aquitaine,Dordogne,Villefranche-de-Lonchat,musee municipal,,Hotel de ville,24610,05 53 80 77 25,"44,94827","0,056581",2458401
M7034,Nouvelle-Aquitaine,Dordogne,Creysse,musee-aquarium,"28, Site Bella Riva",,24100,05 53 23 34 97,"44,854512","0,564759",2452001
M0063,Nouvelle-Aquitaine,Gironde,Blaye,musee d'art et d'histoire du pays blayais,Citadelle de Blaye,Pavillon de La Place,33390,06 82 34 72 66,"45,126358","-0,66364",3305801
M0064,Nouvelle-Aquitaine,Gironde,Bordeaux,musee d'Aquitaine,"20, cours Pasteur",,33000,05 56 01 51 00/02,"44,835543","-0,575205",3306304
M0070,Nouvelle-Aquitaine,Gironde,Bourg-sur-Gironde,musee de la voiture a cheval. Au temps des caleches,Place du District,La Citadelle,33710,05 57 68 23 57,"45,039017","-0,55971",3306701
M7026,Nouvelle-Aquitaine,Gironde,Bordeaux,museum d'histoire naturelle,"5, place Bardineau",Hotel de Lisleferme,33000,05 56 48 26 37 - 05 56 48 29 86,"44,848154","-0,580085",3306305
M0062,Nouvelle-Aquitaine,Gironde,Blasimon,musee archeologique,,Mairie,33540,05 56  71 52 12,"44,748299","-0,074554",3305701
M0067,Nouvelle-Aquitaine,Gironde,Bordeaux,CAPC - musee d'art contemporain,7 rue Ferrere,,33000,05 56 00 81 50,"44,848186","-0,572137",3306301
M0071,Nouvelle-Aquitaine,Gironde,La Reole,musee municipal,Esplanade Charles de Gaulle,,33190,05 56 61 10 11,"44,581128","-0,041074",3335201
M0072,Nouvelle-Aquitaine,Gironde,Libourne,musee des beaux-arts et d'archeologie,42 Place Abel Surchamp,Hotel de ville,33500,05 57 55 33 44,"44,914487","-0,245068",3324301
M0065,Nouvelle-Aquitaine,Gironde,Bordeaux,musee des beaux-arts,"20, cours d'Albret",Jardins de la Mairie,33000,05 56 10 20 56,"44,838056","-0,579413",3306303
M0066,Nouvelle-Aquitaine,Gironde,Bordeaux,musee des arts decoratifs et du design,39 rue Bouffard,Hotel de Lalande,33000,05 56 10 14 00,"44,838956","-0,579686",3306306
M0069,Nouvelle-Aquitaine,Gironde,Bordeaux,musee Goupil,20 cours Pasteur,,33000,05 56 01 69 42,"44,835543","-0,575205",3306310
M0075,Nouvelle-Aquitaine,Gironde,Villandraut,musee municipal,Rue Jean Lapeyre,,33730,05 56 25 39 63,"44,457512","-0,372793",3354701
M0068,Nouvelle-Aquitaine,Gironde,Bordeaux,centre national Jean Moulin,48 rue Vital Carles,,33000,05 56 10 19 90,"44,838651","-0,577869",3306309
M0073,Nouvelle-Aquitaine,Gironde,Libourne,musee historique du vieux Libourne,s'adresser a la mairie,,33500,05 57 55 33 22,"44,9148033033","-0,2451799495",3324302
M0074,Nouvelle-Aquitaine,Gironde,Saint-Emilion,musee d'histoire et d'archeologie,s'adresser a la mairie,,33330,05 57 24 72 09,"44,8946175928","-0,1557084306",3339401
M0504,Nouvelle-Aquitaine,Haute-Vienne,Chateauponsac,musee Rene Bauberot,1 place Saint-Thyrse,Ancien Prieure,87290,05 55 76 39 52,"46,13125","1,274322",8704101
M0506,Nouvelle-Aquitaine,Haute-Vienne,Rochechouart,musee departemental d'art contemporain,,Chateau de Rochechouart,87600,05 55 03 77 77,"45,822521","0,820506",8712601
M5015,Nouvelle-Aquitaine,Haute-Vienne,Limoges,musee de la porcelaine Adrien Dubouche,8 place Winston Churchill,,87000,05 55 33 08 50,"45,832531","1,252114",8708502
M0505,Nouvelle-Aquitaine,Haute-Vienne,Limoges,musee des beaux-arts de Limoges - Palais de l'evêche,1 place de l'Evêche,,87000,05 55 45 98 10,"45,828784","1,265445",8708501
M0076,Nouvelle-Aquitaine,Landes,Biscarrosse,musee historique de l'hydravion,"332, avenue Louis Breguet",Musee,40600,05 58 78 00 65,"44,388887","-1,182563",4004601
M0079,Nouvelle-Aquitaine,Landes,Luxey,atelier-musee,,,40430,05 58 08 01 39,"44,262826","-0,520865",4016701
M0078,Nouvelle-Aquitaine,Landes,Hastingues,musee departemental d'Histoire et d'Archeologie,785 route de l'abbaye,Abbaye d'Arthous,40300,05 58 73 03 89,"43,52735","-1,12142",4012001
M0085,Nouvelle-Aquitaine,Landes,Sanguinet,musee archeologique,Place de la Mairie,,40460,05 58 78 02 33 (musee) ou 05 58 78 11 82 (mairie en dehors des periodes d'ouverture),"44,483822","-1,075791",4028701
M0077,Nouvelle-Aquitaine,Landes,Dax,musee de Borda,11 Bis rue des Carmes,,40100,05 58 74 12 91 (Accueil) / 05 58 56 20 50 (Conservation),"43,710655","-1,054061",4008801
M0082,Nouvelle-Aquitaine,Landes,Montfort-en-Chalosse,musee des arts et traditions populaires de la Chalosse,480 chemin de Sala,Domaine de Carcher,40380,05 58 98 69 27,"43,715749","-0,833916",4019401
M0081,Nouvelle-Aquitaine,Landes,Mont-de-Marsan,musee Despiau-Wlerick,place Marguerite de Navarre,,40000,05 58 75 00 45,"43,8926","-0,498893",4019201
M0080,Nouvelle-Aquitaine,Landes,Sabres,ecomusee de la Grande Lande,Route de Solferino,,40630,05 58 08 31 31,"44,149414","-0,749433",4024601
M0084,Nouvelle-Aquitaine,Landes,Saint-Sever,musee d'Art et d'Histoire du Cap de Gascogne,Rue Lamarques,Couvent des Jacobins,40500,05 58 76 34 64,"43,758542","-0,572168",4028201
M0086,Nouvelle-Aquitaine,Landes,Samadet,musee departemental de la Faïence et des Arts de la table,2378 route d’Hagetmau,,40320,05 58 79 13 00,"43,641006","-0,510832",4028601
M0088,Nouvelle-Aquitaine,Lot-et-Garonne,Marmande,musee municipal Albert Marzelles,15 rue Abel Boye,,47200,05 53 64 42 04,"44,498918","0,166067",4715701
M0089,Nouvelle-Aquitaine,Lot-et-Garonne,Nerac,musee du chateau,Rue Henri IV,Chateau de Nerac,47600,05 53 65 21 11,"44,135038","0,339995",4719501
M1163,Nouvelle-Aquitaine,Lot-et-Garonne,Mezin,musee du liege et du bouchon,Rue du puits saint Come,,47170,05 53 65 68 16,"44,056939","0,256362",4716701
M0090,Nouvelle-Aquitaine,Lot-et-Garonne,Sauveterre-la-Lemance,musee municipal,Le bourg,Mairie de Sauveterre-La-Lemance,47500,05 53 40 73 03,"44,597987","1,017451",4729201
M0087,Nouvelle-Aquitaine,Lot-et-Garonne,Agen,musee municipal des beaux-arts,place du Dr Esquirol,hotels particuliers,47000,05 53 69 47 23,"44,202895","0,615471",4700101
M0091,Nouvelle-Aquitaine,Lot-et-Garonne,Villeneuve-sur-Lot,musee municipal de Gajac,"2, rue des Jardins",,47300,05 53 40 48 00,"44,405095","0,707815",4732301
M0092,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Arudy,musee municipal,rue des Eglises,Parc national des Pyrenees occidentales,64260,05 59 05 61 71,"43,105742","-0,427534",6406201
M0098,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Pau,musee des beaux-arts,rue Mathieu Lalanne,,64000,05 59 27 33 02,"43,297254","-0,364384",6444501
M0099,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Pau,musee Bernadotte,8 rue Tran,,64000,05 59 27 48 42,"43,297209","-0,372526",6444502
M5017,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Pau,musee national du chateau de Pau,2 rue du Chateau,,64000,05 59 82 38 00,"43,294699","-0,374378",6444503
M0094,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Bayonne,"musee Bonnat - Helleu, musee des beaux-arts de Bayonne",5 rue Jacques Laffitte,,64100,05 59 46 63 60,"43,492108","-1,472299",6410202
M0095,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Cambo-les-Bains,musee Edmond Rostand,route du Docteur Camino,,64250,05 59 29 83 92,"43,366872","-1,41606",6416001
M0096,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Guethary,musee municipal,,Parc municipal Saraleguinea,64210,05 59 54 86 37,"43,425653","-1,609198",6424901
M0100,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Pau,musee bearnais,Commune d'Oloron Sainte-Marie,,64400,05 59 39 99 99,"43,18818","-0,604752",6444504
M1198,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Claracq,musee gallo-romain,Route du Chateau,,64330,09 67 13 86 69,"43,514297","-0,303415",6419001
M7065,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Bayonne,museum d'histoire naturelle,1 avenue du Marechal Leclerc,Hotel de ville,64109,05 59 42 22 61,"43,4936418765","-1,4751693307",6410203
M0093,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Bayonne,musee basque,37 quai des Corsaires,Maison Dagourette,64100,05 59 59 08 98,"43,491093","-1,473823",6410201
M0846,Nouvelle-Aquitaine,Vienne,Chatellerault,musee municipal de l'hotel de Sully,3 rue Clement Krebs,La Manu,86100,05 49 20 30 99,"46,81393","0,536238",8606602
M0851,Nouvelle-Aquitaine,Vienne,Montmorillon,musee d'art et d'histoire de Montmorillon,9 Avenue Pasteur,,86500,05 49 91 13 99,"46,428227","0,872962",8616502
M0853,Nouvelle-Aquitaine,Vienne,Poitiers,musee de l'hypogee des Dunes,"101, rue du Pere-de-la-Croix",,86000,05 49 41 07 53,"46,575749","0,359509",8619403
M0850,Nouvelle-Aquitaine,Vienne,Loudun,musee Charbonneau-Lassay,24 rue du Martray,,86200,05 49 98 81 58,"47,009976","0,075743",8613701
M0855,Nouvelle-Aquitaine,Vienne,Poitiers,musee du baptistere Saint-Jean,Rue Jean-Jaures,,86000,05 49 50 31 16,"46,580519","0,346104",8619404
M0847,Nouvelle-Aquitaine,Vienne,Chatellerault,"musee de la moto, de l'automobile et du velo",3 rue Clement Krebs,La Manu,86100,05 49 20 30 99,"46,81393","0,536238",8606603
M1097,Nouvelle-Aquitaine,Vienne,Lussac-les-Chateaux,musee de la Prehistoire Raymond Touchard,21 Route de Montmorillon,BP 23,86320,05 49 83 39 80,"46,403482","0,725666",8614001
M7057,Nouvelle-Aquitaine,Vienne,Poitiers,collection d'histoire naturelle,"1, Place de la Cathedrale",,86000,05 49 50 33 08,"46,580584","0,348113",8619406
M0848,Nouvelle-Aquitaine,Vienne,Chauvigny,musee archeologique et d'ethnographie locale,"Place du Vieux Marche, cite medievale",BP 24,86300,05 49 46 35 45,"46,5710354316","0,6478487284",8607001
M0849,Nouvelle-Aquitaine,Vienne,Civray,musee municipal,2 place Leclerc,Espace François Mitterrand,86400,05 49 87 00 49,"46,147599","0,296434",8607801
M0854,Nouvelle-Aquitaine,Vienne,Poitiers,musee Rupert de Chievres,"9, rue Victor Hugo",,86000,05 49 41 42 21,"46,580602","0,337972",8619401
M0852,Nouvelle-Aquitaine,Vienne,Poitiers,musee Sainte-Croix,3 bis rue Jean Jaures,,86000,05 49 41 07 53,"46,581142","0,344434",8619402
M0546,Occitanie,Ariege,Saint-Lizier,musee du palais des evêques,route de Montjoie,,09190,05 61 04 81 86,"43,001452","1,143469",0926801
M0545,Occitanie,Ariege,Montsegur,musee d'archeologie,"32, village",,09300,05 61 01 10 27,"42,871095","1,832858",0921101
M1091,Occitanie,Ariege,Montgailhard,musee de la forge,route de Paris,,09330,05 34 09 30 60,"42,940925","1,630459",0920701
M0543,Occitanie,Ariege,Foix,musee departemental de l'Ariege,rue du Rocher,Chateau,09000,05 61 65 56 05,"42,965864","1,6053",0912201
M1090,Occitanie,Ariege,Lavelanet,musee du textile et du peigne en corne,"65, rue Jean Canal",,09300,05 61 03 89 19,"42,929968","1,845351",0916001
M0544,Occitanie,Ariege,Le Mas-d'Azil,musee de la prehistoire,place de l'Eglise,,09290,05 61 69 97 22,"43,079849","1,360358",0918101
M0443,Occitanie,Aude,Limoux,musee Petiet,32 Promenade du Tivoli,,11300,09 63 68 34 54,"43,053489","2,2143",1120601
M0445,Occitanie,Aude,Narbonne,Palais-musee des Archevêques de Narbonne,place de l'Hotel de Ville,"Palais des archevêques, Narbonne Cedex",11108,04 68 90 30 55,"43,184165347","3,0042705337",1126201
M1214,Occitanie,Aude,Narbonne,musee Narbo Via,"2, avenue Andre Mecle","Anciennement 50, avenue de Gruissan",11100,04 68 90 28 90,"43,1759336366","3,0261852745",
